true	Predictions
-0.9154260754585266	-1.4822036027908325
-2.458583116531372	-2.072904586791992
-0.21535146236419678	-0.3271666467189789
-1.8025555610656738	-1.4816954135894775
-1.2737088203430176	-1.9957553148269653
-1.06381094455719	-0.9220053553581238
-1.2584325075149536	-1.6994010210037231
-1.9036277532577515	-2.7249975204467773
-0.23865319788455963	-0.7615692615509033
-1.84358549118042	-2.16191029548645
-0.8513109087944031	-1.3861172199249268
0.24249903857707977	-0.7543255686759949
-1.221648097038269	-2.028468370437622
-0.6913787126541138	-0.5300864577293396
-1.9390885829925537	-1.5096681118011475
-2.085660934448242	-1.103370189666748
-2.8759725093841553	-2.519739866256714
-2.1805179119110107	-2.1037538051605225
-2.267691135406494	-1.6210097074508667
-2.9086742401123047	-2.367276668548584
-3.1058998107910156	-2.7226884365081787
-1.8684872388839722	-1.5353111028671265
-2.763521194458008	-2.941679000854492
-2.783384323120117	-2.5035617351531982
-1.3009169101715088	-1.5728098154067993
-2.1728997230529785	-1.8019676208496094
0.03718976676464081	0.1660989224910736
-0.8401703238487244	-0.2730717062950134
-0.3276197016239166	-0.3951614499092102
-1.7852030992507935	-2.378596067428589
-1.4680078029632568	-1.4452253580093384
0.036707937717437744	-0.8449746370315552
-1.5786614418029785	-2.0023560523986816
-1.6012961864471436	-2.1024556159973145
-1.8833156824111938	-1.6855522394180298
-1.6136267185211182	-2.3286380767822266
-0.4658506214618683	-0.8919856548309326
-0.5022292733192444	-1.5308059453964233
-0.6938754320144653	-1.4018193483352661
-0.7713162899017334	-1.1701152324676514
0.09747150540351868	0.05681249499320984
-1.6809929609298706	-0.9840220212936401
-0.3519603908061981	-0.04436600208282471
0.3198491334915161	-0.33110934495925903
-1.3706376552581787	-2.1987876892089844
-1.8879951238632202	-2.6550986766815186
-2.730050563812256	-2.2301981449127197
-1.0413070917129517	-0.6912555694580078
-1.964107632637024	-1.4406474828720093
-1.3281726837158203	-1.7035958766937256
1.084503173828125	1.0251599550247192
-0.7066418528556824	-0.6429058313369751
-1.3608449697494507	-1.4656273126602173
-0.6862112283706665	-0.699600100517273
-1.527747392654419	-1.323502779006958
-1.0945327281951904	-0.9350231885910034
-1.3135756254196167	-1.0504745244979858
-1.10101318359375	-1.062697172164917
-0.6473233103752136	-0.44956856966018677
0.03990314528346062	-0.33974695205688477
-0.5614752769470215	-0.2971915602684021
-2.507681369781494	-2.0460731983184814
-1.8970999717712402	-1.1821520328521729
-1.2141140699386597	-0.6512565016746521
-2.0083346366882324	-1.620037317276001
-2.463305711746216	-2.105440378189087
-0.5863073468208313	-0.06201237440109253
-1.6477786302566528	-2.0493662357330322
-2.105473518371582	-1.7979236841201782
-1.7910077571868896	-1.576786994934082
-0.7643596529960632	-0.5298030972480774
-3.085254430770874	-2.693662405014038
-0.7580249309539795	-0.10635104775428772
-2.461841106414795	-1.6300239562988281
-2.397998571395874	-2.0378921031951904
-2.477935314178467	-2.855553388595581
-1.9709315299987793	-1.545331358909607
-2.002169370651245	-0.8869415521621704
-1.4620399475097656	-1.5420503616333008
-1.0291374921798706	-0.7695531845092773
-1.9182686805725098	-2.3994622230529785
-1.0389641523361206	-1.4881263971328735
-2.2408785820007324	-2.339975357055664
-2.162858009338379	-2.3042714595794678
-0.2150290608406067	-0.5213332772254944
-1.5333939790725708	-1.5973988771438599
-2.248845338821411	-2.6421773433685303
-1.059119462966919	-1.627074956893921
0.31316712498664856	0.1777866780757904
-1.2496747970581055	-1.9330610036849976
-1.8235969543457031	-2.474421262741089
-0.34900447726249695	-0.7391586899757385
-0.3250282406806946	-0.5497334003448486
-0.008875240571796894	-0.5813151001930237
-0.674270510673523	-1.041765809059143
-0.7035995721817017	-0.8187190294265747
-1.4176777601242065	-2.1181225776672363
-1.104755163192749	-2.123429298400879
-0.6716244220733643	-1.5434390306472778
-0.4140377640724182	-1.8423235416412354
-1.383745551109314	-1.5563886165618896
-1.7704520225524902	-2.2483315467834473
-0.3619631826877594	-0.010656744241714478
-2.2487411499023438	-2.5183756351470947
-2.297557830810547	-2.491912841796875
-2.19927978515625	-2.463951826095581
-2.163867235183716	-2.248969078063965
-2.2419228553771973	-2.5575664043426514
-2.704699754714966	-3.073530912399292
-1.260888934135437	-1.5771294832229614
-1.0235168933868408	-1.5409146547317505
-1.8895024061203003	-2.273362398147583
-1.8208011388778687	-1.8769495487213135
-0.6756688356399536	-1.1114706993103027
-2.4057822227478027	-3.1646368503570557
-2.5884952545166016	-3.0385019779205322
-2.488654375076294	-2.5114169120788574
-2.1309032440185547	-3.090646266937256
-2.360931634902954	-2.7878942489624023
-2.9465136528015137	-3.5977838039398193
-2.946511745452881	-3.2168941497802734
-1.5366709232330322	-1.556748628616333
-2.050123453140259	-2.580791711807251
-1.7542556524276733	-1.8431422710418701
-0.8488399982452393	-0.6576467752456665
-2.132648229598999	-2.148205041885376
-1.970637321472168	-2.4098315238952637
-1.793012261390686	-1.6766141653060913
-0.5985499620437622	-0.803907036781311
-1.9244295358657837	-1.4916635751724243
-0.06175309419631958	-0.3785132169723511
-1.8019673824310303	-2.9587879180908203
-0.8685272932052612	-1.7889238595962524
-1.4701718091964722	-2.7137668132781982
-2.2167651653289795	-1.9176347255706787
-1.8999640941619873	-1.6149758100509644
-2.086498260498047	-2.269371271133423
-1.3787469863891602	-1.7902928590774536
0.405818372964859	0.671197772026062
-0.0671563446521759	-0.23286443948745728
-0.18488362431526184	0.005736708641052246
-1.9359232187271118	-2.0111770629882812
-0.34377992153167725	-0.10075768828392029
-3.184617042541504	-2.8333921432495117
-1.3103893995285034	-0.6519125699996948
-2.5757646560668945	-2.6531450748443604
-2.926297664642334	-3.198948383331299
-3.2342002391815186	-2.979384660720825
-2.4891629219055176	-1.5435889959335327
-2.7269623279571533	-2.6261379718780518
0.2163444459438324	0.4834396541118622
-1.2482103109359741	-1.1148182153701782
-0.16147243976593018	-0.31814783811569214
-2.046556234359741	-2.3839590549468994
-1.4090226888656616	-1.533153772354126
-1.2707966566085815	-2.2734525203704834
-1.2115447521209717	-1.339187502861023
-1.4052733182907104	-2.6265037059783936
-1.7451775074005127	-2.505902051925659
-1.7143373489379883	-1.9794772863388062
-1.4245654344558716	-1.487728238105774
-0.22202792763710022	-0.11104997992515564
-1.5878525972366333	-1.2720855474472046
0.8259326219558716	1.038580060005188
-1.8936858177185059	-1.5950802564620972
-1.6365315914154053	-1.9163860082626343
-2.772054433822632	-1.8091193437576294
-1.9064298868179321	-1.703978180885315
-2.0824060440063477	-1.3633545637130737
-2.3449885845184326	-2.5071473121643066
-0.32496586441993713	-0.26878994703292847
-1.9729361534118652	-1.7378977537155151
-1.9729361534118652	-1.7378976345062256
-1.0256397724151611	-0.35192447900772095
-1.7655071020126343	-1.3081194162368774
-2.099048376083374	-2.308917760848999
-1.2083724737167358	-1.1149812936782837
-1.9096717834472656	-2.0519495010375977
-1.099802017211914	-1.4499820470809937
-2.1421258449554443	-2.6550614833831787
-2.226837635040283	-2.6226632595062256
-2.878721237182617	-3.263840436935425
-0.5507070422172546	-0.6163520216941833
-2.0499215126037598	-2.926544666290283
-1.714515209197998	-2.3322954177856445
-1.442686915397644	-1.885656714439392
-3.4954235553741455	-3.9951999187469482
-2.2861311435699463	-2.2703065872192383
-2.1796863079071045	-2.859109401702881
-0.20680400729179382	-0.6825803518295288
-2.1432080268859863	-2.718965530395508
-1.734745979309082	-1.5061696767807007
1.0095442533493042	1.5704940557479858
0.6844948530197144	0.37211278080940247
-1.2243082523345947	-1.4132953882217407
-2.05558443069458	-2.2892069816589355
-0.6884780526161194	-0.7518841624259949
